Timestamp,"Birthday (MM/DD/YYYY)

i.e. 01/14/2001","Height (Answer in Inches Please)

i.e. 60 inches = 5'0",Sex,Coffee or Tea?,Early Bird or Night Owl,"What is your current state of residence? Please answer in abbreviations.

i.e. NJ, MD, PA, NY, CA, etc.",How long have you stayed in this state? Answer in years and can be in decimals!,Which county are you from? COUNTY not country,"What state have you lived in the longest? Write down that state(s) in abbreviation. Otherwise, write N/A","If so, how long? Write N/A if you answered ""N/A""",What do you call the action shown in the picture above?
,11/29/2004,59,Female,Tea,Night Owl,RI,16,,RI,16,Waterfall
,4/15/2001,73,Male,Tea,Early Bird,MO,7,,MO,7,Waterfall
,4/8/2000,61,Female,Coffee,Night Owl,SD,3,,SD,3,Waterfall
,3/29/2000,65,Female,Tea,Night Owl,DE,2,,DE,2,Waterfall
,6/12/2001,77,Male,Tea,Early Bird,NC,18,,NC,18,Waterfall
,10/15/2000,64,Female,Tea,Night Owl,WA,10,,GA,11,Waterfall
,5/21/1999,63,Female,Coffee,Early Bird,DE,3,,IN,3,Waterfall
,7/19/1977,66,Female,Tea,Night Owl,HI,12,,HI,12,Waterfall
,12/7/1981,60,Female,Neither,Night Owl,WA,40,,WA,40,Airdrink
,11/10/1986,61,Female,Coffee,Early Bird,UT,6,,UT,6,Waterfall
,12/12/2003,66,Female,Coffee,Night Owl,MD,6,,MD,6,Airsip
,6/19/1976,71,Male,Tea,Night Owl,MS,4,,MS,4,Waterfall
,4/2/1998,76,Male,Coffee,Night Owl,NY,3,,NY,3,Airsip
,2/10/1999,70,Male,Tea,Night Owl,MD,7,,IN,8,Waterfall
,11/13/1998,75,Male,Neither,Night Owl,NH,13,,NH,13,Waterfall
,11/7/1998,62,Female,Neither,Night Owl,OH,9,,NV,9,Waterfall
,5/24/1998,75,Male,Coffee,Night Owl,MI,16,,MI,16,Airsip
,8/8/1984,69,Male,Coffee,Night Owl,OR,2,,DC,9,Waterfall
,4/24/1989,75,Male,Tea,Night Owl,NJ,13,,AL,16,Waterfall
,3/30/1995,69,Male,Tea,Night Owl,CA,12,,CA,12,Birdie
,9/1/2000,59,Female,Tea,Night Owl,MO,18,,MO,18,Waterfall
,11/21/2001,73,Male,Tea,Night Owl,CA,12,,CA,12,Birdie
,8/3/2004,69,Male,Tea,Night Owl,WI,13,,WI,13,Waterfall
,12/31/1981,61,Female,Coffee,Night Owl,OK,28,,OK,28,Waterfall
,1/21/2000,65,Female,Tea,Early Bird,SC,8,,WV,11,Waterfall
,8/20/1992,79,Male,Tea,Night Owl,WY,4,,WY,4,Waterfall
,12/5/1998,71,Male,Coffee,Night Owl,DE,7,,OH,14,Waterfall
,10/2/2000,74,Male,Neither,Night Owl,IN,13,,IN,13,Waterfall
,12/16/1984,72,Male,Neither,Early Bird,TX,34,,TX,34,Waterfall
,4/16/1998,79,Male,Coffee,Night Owl,KY,2,,KY,2,Waterfall
,1/7/2002,73,Male,Coffee,Night Owl,HI,15,,HI,15,Waterfall
,4/28/1997,71,Male,Tea,Night Owl,MT,4,,MN,4,Waterfall
,12/11/2002,76,Male,Tea,Night Owl,NY,3,,VA,8,Waterfall
,10/8/2004,59,Female,Coffee,Night Owl,NJ,4,,OR,6,Waterfall
,1/27/1987,79,Male,Tea,Night Owl,VT,20,,VT,20,Waterfall
,6/22/1984,61,Female,Coffee,Night Owl,CA,1,,IA,7,No term for this
,8/2/1984,77,Male,Neither,Night Owl,MI,11,,MT,17,Waterfall
,1/18/2001,65,Female,Tea,Night Owl,NC,14,,NC,14,Waterfall
,1/30/2001,70,Male,Tea,Night Owl,OR,20,,OR,20,Waterfall
,7/15/2002,79,Male,Coffee,Early Bird,MT,20,,MT,20,Waterfall
,3/27/2000,72,Male,Coffee,Night Owl,MO,22,,MO,22,Waterfall
,5/16/1978,60,Female,Tea,Night Owl,ME,3,,PA,10,Pop
,12/8/2001,77,Male,Coffee,Night Owl,ID,8,,ID,8,No term for this
,12/27/1998,65,Female,Coffee,Night Owl,OK,5,,WV,15,Waterfall
,6/17/1996,65,Female,Coffee,Early Bird,NV,3,,NV,3,Waterfall
,5/29/2004,61,Female,Neither,Night Owl,IN,6,,IN,6,Waterfall
,9/13/1987,60,Female,Tea,Night Owl,TX,6,,MO,25,Waterfall
,5/11/1994,79,Male,Tea,Early Bird,SC,5,,SC,5,Waterfall
,2/19/1985,63,Female,Neither,Night Owl,MI,32,,MI,32,Fountain
,5/26/1982,78,Male,Coffee,Early Bird,MD,20,,TN,20,Waterfall
,10/17/2001,76,Male,Tea,Night Owl,AR,9,,IN,10,Waterfall
,8/3/1987,64,Female,Tea,Early Bird,OH,4,,AZ,30,Waterfall
,11/16/1979,60,Female,Tea,Night Owl,MD,17,,SC,21,Waterfall
,9/26/1999,63,Female,Tea,Night Owl,NJ,6,,NJ,6,Airsip
,8/26/1998,59,Female,Tea,Night Owl,AK,19,,AK,19,Waterfall
,3/23/2004,78,Male,Coffee,Night Owl,MS,13,,MS,13,Waterfall
,7/2/2004,65,Female,Coffee,Night Owl,AK,3,,CT,4,Waterfall
,3/18/2002,77,Male,Neither,Night Owl,CT,1,,CT,1,Waterfall
,4/30/1999,66,Female,Tea,Early Bird,KY,9,,CO,13,Waterfall
,5/11/1986,73,Male,Tea,Early Bird,KS,24,,KS,24,Waterfall
,5/3/1998,73,Male,Neither,Night Owl,NJ,10,,AZ,11,Waterfall
,10/10/2004,72,Male,Tea,Night Owl,NE,6,,MS,9,Waterfall
,6/4/2001,62,Female,Tea,Early Bird,MA,8,,MA,8,Sky
,9/19/1976,78,Male,Tea,Early Bird,SC,21,,VT,25,Waterfall
,7/13/1993,60,Female,Coffee,Night Owl,NH,1,,MS,10,Waterfall
,2/4/1998,76,Male,Tea,Night Owl,NM,20,,NM,20,Waterfall
,2/9/1979,63,Female,Neither,Night Owl,NJ,16,,NJ,16,Airsip
,6/21/1991,74,Male,Tea,Night Owl,TN,12,,NC,14,Waterfall
,7/9/2004,72,Male,Tea,Night Owl,WI,6,,IN,9,Waterfall
,4/4/1981,78,Male,Neither,Night Owl,VA,12,,MT,27,Waterfall
,10/9/2003,59,Female,Tea,Night Owl,WI,7,,WI,7,Waterfall
,8/1/1998,79,Male,Tea,Night Owl,AR,10,,WI,14,Waterfall
,3/26/2004,59,Female,Tea,Early Bird,DE,9,,LA,9,Waterfall
,9/29/2003,61,Female,Tea,Night Owl,WA,6,,WA,6,Airdrink
,3/23/1997,61,Female,Tea,Night Owl,PA,4,,PA,4,Pop
,7/18/1984,78,Male,Coffee,Night Owl,SC,23,,SC,23,Waterfall
,1/29/1975,69,Male,Coffee,Night Owl,NJ,5,,KY,36,Waterfall
,1/8/1998,61,Female,Tea,Early Bird,NH,5,,TX,16,Waterfall
,12/28/1987,70,Male,Tea,Night Owl,SD,6,,TN,10,Waterfall
,7/2/1975,77,Male,Tea,Night Owl,ME,21,,ME,21,Waterfall
,11/30/1976,74,Male,Tea,Night Owl,CO,36,,CO,36,Waterfall
,4/19/1998,61,Female,Tea,Night Owl,WV,5,,OK,13,Waterfall
,12/12/1977,76,Male,Tea,Night Owl,MS,12,,SC,32,Waterfall
,5/20/1976,76,Male,Neither,Night Owl,NM,18,,OK,21,Waterfall
,9/17/2001,78,Male,Tea,Night Owl,MD,9,,MD,9,Waterfall
,2/24/2000,60,Female,Tea,Night Owl,RI,6,,SD,11,Waterfall
,10/19/1997,71,Male,Tea,Early Bird,CO,4,,NV,11,Waterfall
,9/25/1983,78,Male,Tea,Night Owl,PA,1,,VA,16,Waterfall
,9/17/2004,69,Male,Tea,Night Owl,IA,8,,MN,9,Waterfall
,5/22/1997,74,Male,Tea,Night Owl,MD,5,,TX,17,Waterfall
,2/17/2001,60,Female,Neither,Night Owl,AR,5,,NV,9,Waterfall
,8/2/2004,62,Female,Tea,Night Owl,IL,9,,CT,9,Waterfall
,6/4/2000,77,Male,Coffee,Early Bird,TN,4,,TN,4,Waterfall
,12/11/2001,74,Male,Coffee,Night Owl,NY,3,,ND,16,Waterfall
,12/30/2004,59,Female,Neither,Night Owl,NE,14,,NE,14,Waterfall
,1/24/2003,76,Male,Coffee,Night Owl,UT,10,,UT,10,Waterfall
,4/14/1982,62,Female,Neither,Night Owl,MI,5,,ME,10,Waterfall
,12/13/2000,69,Male,Tea,Early Bird,VA,2,,AL,2,Waterfall
,11/11/2003,59,Female,Coffee,Night Owl,UT,19,,UT,19,Waterfall
,11/3/2001,64,Female,Neither,Night Owl,WY,3,,NY,17,Airsip
,10/17/1988,75,Male,Neither,Night Owl,ND,22,,ND,22,Waterfall
,12/9/1997,71,Male,Neither,Night Owl,AK,11,,HI,14,Waterfall
,10/16/1992,60,Female,Coffee,Night Owl,MA,7,,MT,15,Waterfall
,5/5/1997,63,Female,Tea,Night Owl,NC,7,,CA,16,Birdie
,11/2/1998,77,Male,Coffee,Night Owl,IA,6,,IA,6,No term for this
,5/4/1983,79,Male,Neither,Night Owl,NV,19,,GA,19,Waterfall
,5/26/1977,74,Male,Coffee,Night Owl,IA,15,,IA,15,Waterfall
,11/23/2001,62,Female,Neither,Early Bird,RI,1,,RI,1,Waterfall
,3/4/2003,64,Female,Tea,Night Owl,VT,1,,VT,1,Waterfall
,6/30/1984,62,Female,Coffee,Early Bird,SC,2,,FL,31,Airsip
,5/14/2003,66,Female,Coffee,Night Owl,CA,12,,CA,12,Birdie
,5/13/1993,72,Male,Coffee,Early Bird,MO,2,,DC,8,Waterfall
,8/23/2003,72,Male,Tea,Night Owl,AK,5,,MI,13,Fountain
,8/5/2001,65,Female,Tea,Night Owl,MI,5,,MI,5,Airsip
,10/30/2001,63,Female,Coffee,Night Owl,IN,4,,IN,4,Waterfall
,2/27/2003,74,Male,Tea,Night Owl,NH,4,,TX,5,Waterfall
,11/17/2003,73,Male,Tea,Night Owl,RI,1,,RI,1,Waterfall
,2/2/1999,61,Female,Coffee,Night Owl,MO,9,,MO,9,Waterfall
,4/8/1997,74,Male,Tea,Night Owl,AL,3,,AL,3,Waterfall
,10/16/2001,71,Male,Coffee,Night Owl,OH,6,,OH,6,Waterfall
,11/9/1998,63,Female,Tea,Night Owl,WV,24,,WV,24,Waterfall
,2/27/1999,59,Female,Neither,Night Owl,MD,7,,KS,15,Waterfall
,2/11/2005,62,Female,Coffee,Night Owl,OH,8,,ID,9,No term for this
,11/13/1999,75,Male,Tea,Night Owl,MO,22,,MO,22,Waterfall
,11/16/1997,75,Male,Coffee,Night Owl,IA,12,,IA,12,No term for this
,1/3/1998,74,Male,Tea,Night Owl,UT,12,,WI,12,Waterfall
,11/14/2001,71,Male,Neither,Night Owl,ID,6,,TX,15,Waterfall
,6/11/1988,76,Male,Tea,Night Owl,HI,6,,WV,20,Waterfall
,7/8/1990,72,Male,Coffee,Early Bird,NY,6,,NY,6,Airsip
,9/7/2003,74,Male,Coffee,Early Bird,GA,1,,CO,5,Waterfall
,11/4/2004,61,Female,Tea,Night Owl,TN,9,,NH,9,Waterfall
,12/28/2004,59,Female,Neither,Early Bird,PA,11,,PA,11,Pop
,4/30/1982,71,Male,Coffee,Night Owl,AZ,2,,AZ,2,Waterfall
,3/24/1992,63,Female,Neither,Night Owl,GA,27,,GA,27,Waterfall
,6/12/1979,66,Female,Coffee,Night Owl,CA,7,,AL,27,Waterfall
,11/17/2000,59,Female,Coffee,Early Bird,PA,1,,CT,1,Waterfall
,5/4/1979,73,Male,Coffee,Early Bird,GA,37,,GA,37,Waterfall
,4/2/1999,79,Male,Tea,Night Owl,ME,1,,KS,14,Waterfall
,11/22/2000,75,Male,Coffee,Night Owl,GA,5,,GA,5,Waterfall
,9/30/2001,75,Male,Neither,Night Owl,WV,5,,WV,5,Waterfall
,5/25/2001,61,Female,Coffee,Night Owl,IA,2,,MD,18,Waterfall
,1/18/2004,63,Female,Neither,Night Owl,DC,17,,DC,17,Waterfall
,4/29/2000,62,Female,Neither,Night Owl,SC,5,,SC,5,Waterfall
,10/2/2000,63,Female,Coffee,Early Bird,MN,11,,KY,11,Waterfall
,3/1/2001,71,Male,Neither,Night Owl,AK,1,,WY,8,Waterfall
,6/25/1976,75,Male,Coffee,Early Bird,VA,12,,AZ,29,Waterfall
,3/24/1983,64,Female,Coffee,Night Owl,HI,19,,DE,20,Waterfall
,10/18/2003,64,Female,Coffee,Night Owl,TX,5,,TX,5,Waterfall
,2/2/1997,79,Male,Neither,Night Owl,DC,3,,DE,16,Waterfall
,9/13/2003,72,Male,Tea,Night Owl,ND,4,,RI,15,Waterfall
,8/17/1997,77,Male,Coffee,Night Owl,TN,1,,TN,1,Waterfall
,9/1/1998,59,Female,Neither,Night Owl,IN,9,,IN,9,Waterfall
,8/23/1998,62,Female,Tea,Night Owl,LA,10,,LA,10,Waterfall
,9/8/2001,76,Male,Tea,Night Owl,HI,3,,NH,5,Waterfall
,12/17/2001,75,Male,Coffee,Early Bird,MO,5,,TN,15,Waterfall
,2/1/2004,61,Female,Neither,Early Bird,WY,7,,AZ,11,Waterfall
,8/20/1999,78,Male,Tea,Night Owl,AK,3,,AK,3,Waterfall
,7/30/1983,63,Female,Neither,Night Owl,DC,2,,DC,2,Waterfall
,5/10/1996,77,Male,Tea,Early Bird,IA,23,,IA,23,No term for this
,8/6/2004,72,Male,Neither,Night Owl,PA,17,,PA,17,Waterfall
,7/15/1997,73,Male,Coffee,Night Owl,ME,15,,ME,15,Waterfall
,12/27/2004,64,Female,Coffee,Early Bird,IL,4,,IN,8,Waterfall
,5/9/2000,78,Male,Neither,Night Owl,OR,10,,OR,10,Waterfall
,5/13/2000,66,Female,Neither,Night Owl,MA,20,,MA,20,Sky
,4/18/1981,59,Female,Tea,Early Bird,RI,29,,RI,29,Waterfall
,6/24/2001,60,Female,Coffee,Night Owl,HI,9,,HI,9,Waterfall
,11/17/1997,73,Male,Coffee,Early Bird,WV,1,,MA,9,Sky
,1/7/1997,61,Female,Tea,Night Owl,AR,5,,TX,17,Waterfall
,3/4/2001,78,Male,Neither,Night Owl,WV,2,,VT,10,Waterfall
,4/15/1990,72,Male,Coffee,Night Owl,NH,10,,NH,10,Waterfall
,6/15/2004,75,Male,Tea,Night Owl,NM,15,,NM,15,Waterfall
,4/26/1976,77,Male,Tea,Night Owl,TN,15,,TN,15,Waterfall
,8/24/1979,74,Male,Coffee,Early Bird,LA,33,,LA,33,Waterfall
,2/1/2004,65,Female,Coffee,Night Owl,CO,10,,CO,10,Waterfall
,12/10/1981,65,Female,Coffee,Night Owl,MT,37,,MT,37,Waterfall
,9/25/1976,66,Female,Coffee,Night Owl,NV,22,,VA,22,Waterfall
,9/8/1987,63,Female,Coffee,Night Owl,AR,15,,AR,15,Waterfall
,1/30/1996,70,Male,Coffee,Night Owl,TX,8,,AL,17,Waterfall
,11/29/2004,71,Male,Tea,Night Owl,WA,9,,WA,9,Waterfall
,10/19/1976,72,Male,Tea,Night Owl,OH,25,,OH,25,Waterfall
,8/8/2004,61,Female,Tea,Night Owl,MD,7,,MD,7,Waterfall
,2/22/2001,63,Female,Coffee,Early Bird,VT,6,,UT,7,Waterfall
,2/26/2003,66,Female,Neither,Early Bird,VA,10,,VA,10,Waterfall
,9/23/2003,79,Male,Tea,Night Owl,KY,8,,GA,11,Waterfall
,4/15/2005,61,Female,Coffee,Early Bird,MS,3,,MS,3,Waterfall
,5/21/2000,77,Male,Neither,Night Owl,WY,2,,WY,2,Waterfall
,5/28/1992,66,Female,Coffee,Night Owl,ID,25,,ID,25,Waterfall
,9/24/1988,75,Male,Tea,Early Bird,TX,23,,TX,23,Waterfall
,4/11/1998,63,Female,Tea,Night Owl,UT,4,,UT,4,Waterfall
,2/24/2006,64,Female,Tea,Night Owl,AZ,4,,AZ,4,Waterfall
,5/15/1975,66,Female,Neither,Early Bird,ME,13,,MN,19,Waterfall
,6/13/1998,65,Female,Tea,Night Owl,AZ,10,,NJ,13,Waterfall
,2/13/2001,74,Male,Tea,Night Owl,DE,8,,NC,13,Waterfall
,4/10/2002,74,Male,Tea,Early Bird,UT,5,,KS,13,Waterfall
,4/27/1991,71,Male,Coffee,Night Owl,KY,4,,UT,16,Waterfall
,5/11/1999,79,Male,Tea,Night Owl,IL,5,,ID,5,No term for this
,5/16/1991,73,Male,Coffee,Night Owl,TN,2,,IA,20,No term for this
,11/14/2003,65,Female,Tea,Night Owl,SC,6,,WI,13,Waterfall
,6/13/2004,63,Female,Tea,Early Bird,MD,1,,OR,8,Waterfall
,8/1/2002,66,Female,Tea,Night Owl,AZ,1,,OR,1,Waterfall
,9/19/1999,63,Female,Coffee,Night Owl,SD,5,,TN,7,Waterfall
,11/3/2000,74,Male,Tea,Night Owl,NC,7,,MD,8,Airsip
,12/11/1999,66,Female,Coffee,Night Owl,NV,5,,VA,12,Waterfall
,10/18/1992,77,Male,Coffee,Night Owl,MD,15,,CO,15,Waterfall
,1/13/2003,66,Female,Tea,Night Owl,MN,8,,IA,8,Waterfall
,5/27/1975,74,Male,Coffee,Night Owl,CO,7,,LA,30,Waterfall
,3/9/2000,66,Female,Tea,Early Bird,AL,8,,AL,8,Waterfall
,8/18/2003,71,Male,Neither,Night Owl,VT,19,,VT,19,Waterfall
,1/24/1975,66,Female,Tea,Night Owl,KS,14,,UT,21,Waterfall
,10/24/1987,77,Male,Coffee,Night Owl,ND,12,,KS,23,Waterfall
,5/3/1976,59,Female,Coffee,Early Bird,UT,22,,DC,22,Waterfall
,2/24/1977,78,Male,Tea,Night Owl,PA,31,,PA,31,Pop
,10/22/1999,60,Female,Tea,Night Owl,GA,4,,DC,5,Waterfall
,11/3/1997,63,Female,Tea,Night Owl,AL,1,,AZ,13,Waterfall
,1/4/1993,73,Male,Coffee,Night Owl,IN,1,,MN,16,Waterfall
,7/5/1997,69,Male,Neither,Night Owl,NM,12,,NM,12,Waterfall
,9/30/1975,73,Male,Coffee,Early Bird,OH,23,,OH,23,Waterfall
,9/26/2004,61,Female,Tea,Early Bird,ND,18,,ND,18,Waterfall
,5/21/2001,70,Male,Tea,Night Owl,SD,20,,SD,20,Waterfall
,2/20/2004,64,Female,Coffee,Night Owl,IN,13,,IN,13,Waterfall
,10/19/1993,64,Female,Tea,Night Owl,IL,8,,MN,19,Waterfall
,5/23/1998,74,Male,Neither,Night Owl,MN,15,,MN,15,Waterfall
,6/21/2004,60,Female,Coffee,Night Owl,ID,17,,ID,17,No term for this
,10/30/1991,79,Male,Coffee,Early Bird,DC,13,,MA,14,Airsip
,10/26/1997,72,Male,Tea,Early Bird,ME,12,,TN,12,Waterfall
,10/15/1999,59,Female,Tea,Night Owl,AK,9,,WA,10,Airdrink
,1/28/2004,65,Female,Tea,Night Owl,IN,2,,DC,13,Waterfall
,3/18/1998,77,Male,Neither,Night Owl,PA,2,,OR,20,Waterfall
,4/4/1993,72,Male,Neither,Night Owl,MD,5,,MD,5,Airsip
,5/13/1988,59,Female,Tea,Early Bird,RI,8,,RI,8,Waterfall
,12/7/2003,64,Female,Coffee,Night Owl,KS,5,,DE,13,Waterfall
,8/23/2002,74,Male,Tea,Night Owl,ND,2,,AR,3,Waterfall
,12/30/2000,65,Female,Neither,Night Owl,NY,5,,KY,8,Waterfall
,3/16/1987,65,Female,Tea,Night Owl,WA,11,,WA,11,Airdrink
,10/18/2001,76,Male,Tea,Early Bird,IA,19,,IA,19,Waterfall
,7/25/2004,63,Female,Neither,Night Owl,MT,5,,MI,5,Airsip
,12/18/2001,61,Female,Coffee,Night Owl,CO,7,,CO,7,Waterfall
,9/10/1999,79,Male,Tea,Night Owl,TN,21,,TN,21,Waterfall
,4/5/1977,73,Male,Tea,Night Owl,VA,8,,NJ,21,Waterfall
,4/4/2001,72,Male,Neither,Night Owl,MS,8,,WA,8,Airdrink
,2/10/1977,62,Female,Coffee,Night Owl,MA,33,,MA,33,Sky
,8/7/2001,70,Male,Tea,Early Bird,NH,7,,NH,7,Waterfall
,7/26/2002,77,Male,Tea,Night Owl,LA,7,,MS,7,Waterfall
,10/2/2002,63,Female,Coffee,Night Owl,VA,3,,AR,7,Waterfall
,11/29/1992,77,Male,Tea,Night Owl,OH,11,,OH,11,Waterfall
,10/8/1998,63,Female,Tea,Early Bird,IL,17,,IL,17,Waterfall
,2/8/2002,66,Female,Coffee,Early Bird,AL,2,,AL,2,Waterfall
,6/10/2002,62,Female,Neither,Night Owl,IN,9,,NY,10,Airsip
,4/27/2000,64,Female,Neither,Night Owl,AL,14,,AL,14,Waterfall
,7/22/2001,65,Female,Neither,Early Bird,MD,9,,KY,9,Waterfall
,9/23/1998,69,Male,Coffee,Early Bird,ID,7,,ID,7,Waterfall
,10/25/1993,74,Male,Neither,Night Owl,NE,22,,NE,22,Waterfall
,3/1/2000,65,Female,Tea,Night Owl,KS,11,,MA,11,Sky
,11/22/2006,64,Female,Coffee,Night Owl,HI,1,,HI,1,Waterfall
,9/19/1997,61,Female,Coffee,Early Bird,AL,8,,WA,17,Waterfall
,4/29/1979,71,Male,Coffee,Night Owl,MD,10,,NE,17,Waterfall
,9/5/1998,74,Male,Tea,Early Bird,KY,11,,KY,11,Waterfall
,6/9/2001,77,Male,Tea,Night Owl,MN,3,,PA,16,Pop
,12/21/2000,74,Male,Neither,Night Owl,DC,2,,DC,2,Waterfall
,1/10/1976,75,Male,Neither,Night Owl,WI,8,,KS,22,Waterfall
,9/14/2003,70,Male,Coffee,Night Owl,NE,4,,AZ,9,Waterfall
,11/19/2001,63,Female,Tea,Night Owl,PA,3,,CA,10,Waterfall
,7/10/2004,62,Female,Neither,Night Owl,IA,7,,NV,7,Waterfall
,10/11/2001,75,Male,Tea,Night Owl,MI,8,,MS,12,Waterfall
,3/20/2003,75,Male,Tea,Early Bird,NC,3,,OR,7,Waterfall
,2/26/1998,65,Female,Neither,Night Owl,KY,5,,DC,12,Waterfall
,2/13/2003,62,Female,Neither,Early Bird,VA,3,,VA,3,Waterfall
,3/4/1995,73,Male,Neither,Night Owl,OH,9,,OH,9,Waterfall
,7/11/2001,70,Male,Tea,Night Owl,TN,6,,TN,6,Waterfall
,8/2/2001,62,Female,Tea,Early Bird,UT,14,,UT,14,Waterfall
,4/16/1999,69,Male,Tea,Early Bird,NH,14,,NH,14,Waterfall
,10/2/1981,66,Female,Coffee,Night Owl,NC,7,,NE,33,Waterfall
,4/8/2000,70,Male,Tea,Night Owl,CA,11,,WA,11,Airdrink
,8/29/1998,65,Female,Tea,Night Owl,NM,24,,NM,24,Waterfall
,4/12/2000,77,Male,Coffee,Night Owl,CO,8,,ME,14,Waterfall
,1/8/1980,66,Female,Tea,Early Bird,IA,14,,IA,14,Waterfall
,1/10/2001,60,Female,Tea,Night Owl,OK,11,,OK,11,Waterfall
,8/18/1997,69,Male,Coffee,Night Owl,LA,7,,LA,7,Waterfall
,2/3/2004,66,Female,Coffee,Night Owl,IN,9,,IN,9,Waterfall
,1/23/1998,64,Female,Coffee,Night Owl,NJ,14,,NJ,14,Waterfall
,5/20/1988,77,Male,Coffee,Night Owl,MA,15,,CT,16,Waterfall
,3/31/1998,65,Female,Neither,Night Owl,ND,6,,ND,6,Waterfall
,4/19/2003,70,Male,Tea,Night Owl,SD,19,,SD,19,Waterfall
,3/6/2002,62,Female,Tea,Night Owl,KY,19,,KY,19,Waterfall
,6/28/1996,74,Male,Neither,Early Bird,AR,9,,IN,10,Waterfall
,3/16/1994,62,Female,Tea,Night Owl,MT,19,,MT,19,Waterfall
,11/24/1987,59,Female,Neither,Night Owl,WI,10,,ME,14,Waterfall
,8/13/1988,71,Male,Coffee,Night Owl,WV,25,,WV,25,Waterfall
,4/11/2003,64,Female,Tea,Night Owl,MA,13,,MA,13,Sky
,2/10/1981,63,Female,Tea,Night Owl,DE,20,,HI,21,Waterfall
,3/11/1984,62,Female,Neither,Night Owl,NY,14,,ID,22,No term for this
,9/27/2003,76,Male,Coffee,Night Owl,FL,5,,FL,5,Airsip
,5/17/1997,72,Male,Coffee,Night Owl,LA,12,,LA,12,Waterfall
,7/14/1983,73,Male,Tea,Night Owl,AL,10,,OR,15,Waterfall
,2/15/2001,63,Female,Coffee,Early Bird,WI,15,,WI,15,Waterfall
,4/27/2003,65,Female,Coffee,Night Owl,SD,7,,VT,10,Waterfall
,9/24/2002,61,Female,Neither,Night Owl,MN,10,,IA,10,No term for this
,3/26/1975,69,Male,Coffee,Night Owl,MA,47,,MA,47,Sky
,10/18/1980,77,Male,Tea,Night Owl,AK,1,,MN,22,Waterfall
,5/31/1997,78,Male,Coffee,Night Owl,AL,6,,AL,6,Waterfall
,5/14/1998,75,Male,Tea,Early Bird,UT,12,,NC,12,Waterfall
,2/20/2001,66,Female,Tea,Night Owl,OR,7,,WA,10,Airdrink
,7/17/1999,62,Female,Neither,Early Bird,MO,8,,CO,13,Waterfall
,12/5/1994,71,Male,Neither,Night Owl,NY,14,,PA,14,Pop
,10/11/2003,66,Female,Neither,Night Owl,DC,6,,NH,8,Waterfall
,5/13/1989,62,Female,Tea,Night Owl,AZ,20,,AZ,20,Waterfall
,5/2/1998,66,Female,Neither,Night Owl,TX,11,,TX,11,Waterfall
,4/2/1999,76,Male,Tea,Night Owl,NJ,4,,KS,6,Waterfall
,10/2/2001,65,Female,Coffee,Night Owl,MI,6,,ND,12,Waterfall
,1/24/1992,64,Female,Coffee,Night Owl,CT,10,,WY,16,Waterfall
,1/29/1987,64,Female,Coffee,Night Owl,CA,20,,CA,20,Waterfall
,4/20/2004,60,Female,Tea,Night Owl,TN,4,,MN,7,Waterfall
,9/25/1992,74,Male,Neither,Early Bird,MN,14,,OK,16,Waterfall
,1/11/2002,61,Female,Tea,Early Bird,CO,3,,MS,4,Waterfall
,12/29/1976,76,Male,Tea,Early Bird,NY,16,,ME,21,Waterfall
,5/18/2000,78,Male,Tea,Night Owl,MI,16,,MI,16,Fountain
,11/21/1997,77,Male,Coffee,Night Owl,AZ,24,,AZ,24,Waterfall
,3/16/1998,60,Female,Tea,Night Owl,NE,6,,NC,15,Waterfall
,2/23/2006,75,Male,Coffee,Night Owl,FL,12,,FL,12,Airsip
,9/14/2000,79,Male,Tea,Early Bird,NC,20,,NC,20,Waterfall
,1/16/1989,69,Male,Neither,Early Bird,MS,11,,NY,16,Airsip
,1/2/1975,62,Female,Coffee,Night Owl,MS,8,,HI,24,Waterfall
,8/31/1999,59,Female,Neither,Night Owl,KY,8,,SD,15,Waterfall
,1/31/1976,69,Male,Coffee,Night Owl,TN,10,,TN,10,Waterfall
,6/21/1991,64,Female,Tea,Night Owl,IL,7,,IL,7,Waterfall
,10/14/1999,62,Female,Coffee,Night Owl,NV,9,,MS,13,Waterfall
,12/14/1984,75,Male,Coffee,Early Bird,OK,25,,OK,25,Waterfall
,5/18/2005,60,Female,Coffee,Night Owl,OK,16,,OK,16,Waterfall
,4/30/2001,59,Female,Neither,Night Owl,KY,2,,KY,2,Waterfall
,2/15/2004,79,Male,Coffee,Night Owl,NH,4,,KY,7,Waterfall
,1/28/2002,79,Male,Neither,Night Owl,CT,1,,WA,12,Airdrink
,6/10/1977,60,Female,Neither,Night Owl,MD,8,,AZ,21,Waterfall
,10/18/1996,63,Female,Tea,Night Owl,MA,12,,MA,12,Airsip
,3/21/1989,65,Female,Coffee,Night Owl,IN,18,,IN,18,Waterfall
,7/15/2001,61,Female,Coffee,Night Owl,OK,4,,OK,4,Waterfall
,11/27/1984,59,Female,Coffee,Early Bird,MS,32,,MS,32,Waterfall
,4/5/1978,65,Female,Tea,Night Owl,OH,44,,OH,44,Waterfall
,7/18/2006,79,Male,Coffee,Early Bird,VA,3,,SD,8,Waterfall
,1/24/1981,74,Male,Coffee,Night Owl,AR,24,,AR,24,Waterfall
,2/27/1997,63,Female,Tea,Early Bird,MT,1,,MT,1,Waterfall
,1/30/2002,78,Male,Tea,Early Bird,HI,10,,HI,10,Waterfall
